ASV,kingdom,phylum,class,order,family,genus,HexColor,ColorOrder
ASV_2472,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Faecalibacterium,#BEA89A,104
ASV_2473,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Jonesiaceae,Jonesia,#D0D0D0,188
ASV_2474,Bacteria,Firmicutes,Clostridia,Oscillospirales,Hungateiclostridiaceae,<not present>,#BEA89A,104
ASV_2475,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<not present>,#BEA89A,104
ASV_2476,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Holdemanella,#FBA22E,62
ASV_2477,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,<not present>,#5875DE,83
ASV_2478,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<not present>,#BEA89A,104
ASV_2479,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Family XI,<not present>,#BEA89A,104
ASV_248,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,<not present>,#BEA89A,104
ASV_2480,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Aureimonas,#EE2C2C,146
ASV_2481,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Luteolibacter,#CA0BE8,167
ASV_2482,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Anaerotruncus,#BEA89A,104
ASV_2483,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Propioniciclava,#D0D0D0,188
ASV_2484,Bacteria,Patescibacteria,Parcubacteria,Candidatus Kaiserbacteria,<not present>,<not present>,#D0D0D0,188
ASV_2485,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Peptostreptococcus,#BEA89A,104
ASV_2486,Bacteria,Actinobacteriota,Coriobacteriia,Coriobacteriales,Atopobiaceae,<not present>,#D0D0D0,188
ASV_2487,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Gottschalkia,<not present>,#BEA89A,104
ASV_2488,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelatoclostridiaceae,Erysipelotrichaceae UCG-003,#FBA22E,62
ASV_2489,Bacteria,Firmicutes,Desulfotomaculia,Desulfotomaculales,Desulfotomaculaceae,Desulfotomaculum,#D0D0D0,188
ASV_249,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae NK4A136 group,#BEA89A,104
ASV_2490,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Dermacoccaceae,<not present>,#D0D0D0,188
ASV_2491,Bacteria,Actinobacteriota,Actinobacteria,Kineosporiales,Kineosporiaceae,Quadrisphaera,#D0D0D0,188
ASV_2492,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Family XI,Keratinibaculum,#BEA89A,104
ASV_2493,Bacteria,Firmicutes,Bacilli,Bacillales,<not present>,<not present>,#5875DE,83
ASV_2494,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,#D0D0D0,188
ASV_2495,Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Actinomycetospora,#D0D0D0,188
ASV_2496,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium sensu stricto 16,#BEA89A,104
ASV_2497,Bacteria,Firmicutes,Clostridia,<not present>,<not present>,<not present>,#BEA89A,104
ASV_2498,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Family XI,Tepidimicrobium,#BEA89A,104
ASV_2499,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,<not present>,#BEA89A,104
ASV_25,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,<not present>,#C1AB9C,94
ASV_250,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnoclostridium,#BEA89A,104
ASV_2500,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Promicromonosporaceae,Promicromonospora,#D0D0D0,188
ASV_2501,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,<not present>,#EE2C2C,146
ASV_2502,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Desemzia,#5875DE,83
ASV_2503,Bacteria,Actinobacteriota,Actinobacteria,Kineosporiales,Kineosporiaceae,Kineosporia,#D0D0D0,188
ASV_2504,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia,#EE2C2C,146
ASV_2505,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Family XI,Tepidimicrobium,#BEA89A,104
ASV_2506,Bacteria,Firmicutes,Bacilli,RF39,<not present>,<not present>,#5875DE,83
ASV_2507,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Agathobacter,#BEA89A,104
ASV_2508,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,#D0D0D0,188
ASV_2509,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,#D0D0D0,188
ASV_251,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Anaerovoracaceae,[Eubacterium] nodatum group,#BEA89A,104
ASV_2510,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,UCG-002,#BEA89A,104
ASV_2511,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Sedimentibacteraceae,Sedimentibacter,#BEA89A,104
ASV_2512,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Nakamurellaceae,Nakamurella,#D0D0D0,188
ASV_2513,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,<not present>,<not present>,#D0D0D0,188
ASV_2514,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Family XI,Tissierella,#BEA89A,104
ASV_2515,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter,#D0D0D0,188
ASV_2516,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,<not present>,#EE2C2C,146
ASV_2517,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium sensu stricto 1,#BEA89A,104
ASV_2518,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Family XI,W5053,#BEA89A,104
ASV_2519,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Family XI,<not present>,#BEA89A,104
ASV_252,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<not present>,#BEA89A,104
ASV_2520,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<not present>,#BEA89A,104
ASV_2521,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,Aquicella,#EE2C2C,146
ASV_2522,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Family XI,Anaerosphaera,#BEA89A,104
ASV_2523,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Sporomusaceae,Sporomusa,#D0D0D0,188
ASV_2524,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<not present>,#BEA89A,104
ASV_2525,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Family XI,<not present>,#BEA89A,104
ASV_2526,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Intrasporangiaceae,Ornithinimicrobium,#D0D0D0,188
ASV_2527,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Promicromonosporaceae,Promicromonospora,#D0D0D0,188
ASV_2528,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Corticibacterium,#EE2C2C,146
ASV_2529,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,#EE2C2C,146
ASV_253,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae NK4A136 group,#BEA89A,104
ASV_2530,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,<not present>,<not present>,#CA0BE8,167
ASV_2531,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,<not present>,#5875DE,83
ASV_2532,Bacteria,Firmicutes,Clostridia,Clostridia vadinBB60 group,<not present>,<not present>,#BEA89A,104
ASV_2533,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae UCG-001,#BEA89A,104
ASV_2534,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia,#EE2C2C,146
ASV_2535,Bacteria,Actinobacteriota,Actinobacteria,<not present>,<not present>,<not present>,#D0D0D0,188
ASV_2536,Bacteria,Actinobacteriota,Actinobacteria,<not present>,<not present>,<not present>,#D0D0D0,188
ASV_2537,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Pelagibacterium,#EE2C2C,146
ASV_2538,Bacteria,Firmicutes,Clostridia,Oscillospirales,[Eubacterium] coprostanoligenes group,<not present>,#BEA89A,104
ASV_2539,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,<not present>,#D0D0D0,188
ASV_254,Bacteria,Firmicutes,Clostridia,Clostridia UCG-014,<not present>,<not present>,#BEA89A,104
ASV_2540,Bacteria,Firmicutes,Clostridia,<not present>,<not present>,<not present>,#BEA89A,104
ASV_2541,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,<not present>,#BEA89A,104
ASV_2542,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,<not present>,<not present>,#D0D0D0,188
ASV_2543,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,<not present>,#EE2C2C,146
ASV_2544,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,<not present>,<not present>,#D0D0D0,188
ASV_2545,Bacteria,Actinobacteriota,Actinobacteria,PeM15,<not present>,<not present>,#D0D0D0,188
ASV_2546,Bacteria,Actinobacteriota,Actinobacteria,<not present>,<not present>,<not present>,#D0D0D0,188
ASV_2547,Bacteria,Patescibacteria,Parcubacteria,<not present>,<not present>,<not present>,#D0D0D0,188
ASV_2548,Bacteria,Firmicutes,Clostridia,Oscillospirales,Hungateiclostridiaceae,<not present>,#BEA89A,104
ASV_2549,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Thermotaleaceae,Geosporobacter,#BEA89A,104
ASV_255,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Clavibacter,#A8A8A8,182
ASV_2550,Bacteria,Patescibacteria,Parcubacteria,Candidatus Kaiserbacteria,<not present>,<not present>,#D0D0D0,188
ASV_2551,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,#D0D0D0,188
ASV_2552,Bacteria,Actinobacteriota,Coriobacteriia,Coriobacteriales,Atopobiaceae,Olsenella,#D0D0D0,188
ASV_2553,Bacteria,Firmicutes,Clostridia,Oscillospirales,<not present>,<not present>,#BEA89A,104
ASV_2554,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<not present>,#BEA89A,104
ASV_2555,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,<not present>,#BEA89A,104
ASV_2556,Bacteria,Firmicutes,Clostridia,Clostridia UCG-014,<not present>,<not present>,#BEA89A,104
ASV_2557,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,#EE2C2C,146
ASV_2558,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,<not present>,#D0D0D0,188
ASV_2559,Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,<not present>,#D0D0D0,188
ASV_256,Bacteria,Firmicutes,Clostridia,Clostridia UCG-014,<not present>,<not present>,#BEA89A,104
ASV_2560,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Liquorilactobacillus,#5875DE,83
ASV_2561,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Atopostipes,#5875DE,83
ASV_2562,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,<not present>,<not present>,#D0D0D0,188
ASV_2563,Bacteria,Patescibacteria,Parcubacteria,Candidatus Nomurabacteria,<not present>,<not present>,#D0D0D0,188
ASV_2564,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Fictibacillus,#5875DE,83
ASV_2565,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Photobacterium,#EE2C2C,146
ASV_2566,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,<not present>,#EE2C2C,146
ASV_2567,Bacteria,Firmicutes,Syntrophomonadia,Syntrophomonadales,Syntrophomonadaceae,Syntrophomonas,#D0D0D0,188
ASV_2568,Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,Corallococcus,#D0D0D0,188
ASV_2569,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Herbinix,#BEA89A,104
ASV_257,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,#9E9E9E,183
ASV_2570,Bacteria,Actinobacteriota,Actinobacteria,<not present>,<not present>,<not present>,#D0D0D0,188
ASV_2571,Bacteria,Firmicutes,Clostridia,<not present>,<not present>,<not present>,#BEA89A,104
ASV_2572,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,<not present>,#EE2C2C,146
ASV_2573,Bacteria,Firmicutes,Thermovenabulia,Thermovenabulales,Tepidanaerobacter,<not present>,#D0D0D0,188
ASV_2574,Bacteria,Firmicutes,Desulfitobacteriia,Desulfitobacteriales,Desulfitobacteriaceae,Desulfitobacterium,#D0D0D0,188
ASV_2575,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Pseudorhodoplanes,#EE2C2C,146
ASV_2576,Bacteria,Firmicutes,Clostridia,Lachnospirales,<not present>,<not present>,#BEA89A,104
ASV_2577,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Sedimentibacteraceae,Sedimentibacter,#BEA89A,104
ASV_2578,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,<not present>,<not present>,#D0D0D0,188
ASV_2579,Bacteria,Thermotogota,Thermotogae,Thermotogales,Thermotogaceae,Thermotoga,#D0D0D0,188
ASV_258,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<not present>,#BEA89A,104
ASV_2580,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,<not present>,<not present>,#D0D0D0,188
ASV_2581,Bacteria,Myxococcota,Polyangia,Polyangiales,Sandaracinaceae,<not present>,#D0D0D0,188
ASV_2582,Bacteria,Firmicutes,Clostridia,Monoglobales,Monoglobaceae,Monoglobus,#BEA89A,104
ASV_2583,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Herbinix,#BEA89A,104
ASV_2584,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Mobilitalea,#BEA89A,104
ASV_2585,Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Saccharopolyspora,#D0D0D0,188
ASV_2586,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<not present>,#BEA89A,104
ASV_2587,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia-Shigella,#EE2C2C,146
ASV_2588,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Sporosarcina,#5875DE,83
ASV_2589,Bacteria,Actinobacteriota,Coriobacteriia,Coriobacteriales,Eggerthellaceae,<not present>,#D0D0D0,188
ASV_259,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium sensu stricto 7,#BEA89A,104
ASV_2590,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Family XI,Tissierella,#BEA89A,104
ASV_2591,Bacteria,Firmicutes,Bacilli,Brevibacillales,Brevibacillaceae,Brevibacillus,#5875DE,83
ASV_2592,Bacteria,Patescibacteria,Parcubacteria,Candidatus Kaiserbacteria,<not present>,<not present>,#D0D0D0,188
ASV_2593,Bacteria,Firmicutes,Clostridia,Clostridia UCG-014,<not present>,<not present>,#BEA89A,104
ASV_2594,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,#5875DE,83
ASV_2595,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium sensu stricto 1,#BEA89A,104
ASV_2596,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Shewanellaceae,Shewanella,#EE2C2C,146
ASV_2597,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<not present>,#BEA89A,104
ASV_2598,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,Chlamydiaceae,<not present>,#D209F2,152
ASV_2599,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,<not present>,#5875DE,83
ASV_26,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,<not present>,#18E6DB,109
ASV_260,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Terrisporobacter,#BEA89A,104
ASV_2600,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelatoclostridiaceae,Erysipelatoclostridium,#FBA22E,62
ASV_2601,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,Christensenellaceae R-7 group,#BEA89A,104
ASV_2602,Bacteria,Firmicutes,Limnochordia,Limnochordales,Limnochordaceae,Limnochorda,#D0D0D0,188
ASV_2603,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,#D0D0D0,188
ASV_2604,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,#EE2C2C,146
ASV_2605,Bacteria,<not present>,<not present>,<not present>,<not present>,<not present>,#D0D0D0,188
ASV_2606,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Family XI,Tissierella,#BEA89A,104
ASV_2607,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Tardiphaga,#EE2C2C,146
ASV_2608,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,#D0D0D0,188
ASV_2609,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,<not present>,<not present>,#D0D0D0,188
ASV_261,Bacteria,Firmicutes,Clostridia,Clostridia vadinBB60 group,<not present>,<not present>,#BEA89A,104
ASV_2610,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Anaerostignum,#BEA89A,104
ASV_2611,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,<not present>,#EE2C2C,146
ASV_2612,Bacteria,Firmicutes,Clostridia,Eubacteriales,Eubacteriaceae,Eubacterium,#BEA89A,104
ASV_2613,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,Sporobacter,#BEA89A,104
ASV_2614,Bacteria,Firmicutes,Clostridia,Oscillospirales,<not present>,<not present>,#BEA89A,104
ASV_2615,Bacteria,Firmicutes,Clostridia,Oscillospirales,Butyricicoccaceae,<not present>,#BEA89A,104
ASV_2616,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Desemzia,#5875DE,83
ASV_2617,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelatoclostridiaceae,Erysipelatoclostridium,#FBA22E,62
ASV_2618,Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Saccharomonospora,#D0D0D0,188
ASV_2619,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,<not present>,<not present>,#D0D0D0,188
ASV_262,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Anaerovoracaceae,[Eubacterium] brachy group,#BEA89A,104
ASV_2620,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Conexibacter,#D0D0D0,188
ASV_2621,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Fusicatenibacter,#BEA89A,104
ASV_2622,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,<not present>,#D0D0D0,188
ASV_2623,Bacteria,Actinobacteriota,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,#D0D0D0,188
ASV_2624,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Acetatifactor,#BEA89A,104
ASV_2625,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,#5875DE,83
ASV_2626,Bacteria,Firmicutes,Bacilli,Bacillales,<not present>,<not present>,#5875DE,83
ASV_2627,Bacteria,Halanaerobiaeota,Halanaerobiia,Halanaerobiales,Halanaerobiaceae,Halocella,#D0D0D0,188
ASV_2628,Bacteria,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,<not present>,#D0D0D0,188
ASV_2629,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,#D0D0D0,188
ASV_263,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<not present>,#BEA89A,104
ASV_2630,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Demequinaceae,Demequina,#D0D0D0,188
ASV_2631,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,<not present>,#EE2C2C,146
ASV_2632,Bacteria,Firmicutes,Bacilli,Thermoactinomycetales,Thermoactinomycetaceae,Pasteuria,#5875DE,83
ASV_2633,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,<not present>,#EE2C2C,146
ASV_2634,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,<not present>,#D0D0D0,188
ASV_2635,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,<not present>,#EE2C2C,146
ASV_2636,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,D05-2,<not present>,#EE2C2C,146
ASV_2637,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Family XI,<not present>,#BEA89A,104
ASV_2638,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<not present>,#BEA89A,104
ASV_2639,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<not present>,#BEA89A,104
ASV_264,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Marvinbryantia,#BEA89A,104
ASV_2640,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,#1CF8EC,125
ASV_2641,Bacteria,Firmicutes,Clostridia,Oscillospirales,Hungateiclostridiaceae,<not present>,#BEA89A,104
ASV_2642,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Psychroglaciecola,#EE2C2C,146
ASV_2643,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,<not present>,<not present>,#BEA89A,104
ASV_2644,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Bhargavaea,#5875DE,83
ASV_2645,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium sensu stricto 1,#BEA89A,104
ASV_2646,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella,#D0D0D0,188
ASV_2647,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,<not present>,#D0D0D0,188
ASV_2648,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Phyllobacterium,#EE2C2C,146
ASV_2649,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Sedimentibacteraceae,Sedimentibacter,#BEA89A,104
ASV_265,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae NK4A136 group,#BEA89A,104
ASV_2650,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Aeromicrobium,#D0D0D0,188
ASV_2651,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,#EE2C2C,146
ASV_2652,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Family XI,Helcococcus,#BEA89A,104
ASV_2653,Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,Actinoplanes,#D0D0D0,188
ASV_2654,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,#D0D0D0,188
ASV_2655,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Sporomusaceae,Pelosinus,#D0D0D0,188
ASV_2656,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Paenochrobactrum,#EE2C2C,146
ASV_2657,Bacteria,Firmicutes,Desulfotomaculia,Desulfotomaculales,Desulfotomaculaceae,Desulfohalotomaculum,#D0D0D0,188
ASV_2658,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,#5875DE,83
ASV_2659,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,Paeniglutamicibacter,#D0D0D0,188
ASV_266,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae NK4A136 group,#BEA89A,104
ASV_2660,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylopilaceae,Methylopila,#EE2C2C,146
ASV_2661,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,<not present>,<not present>,#D0D0D0,188
ASV_2662,Bacteria,Actinobacteriota,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,#D0D0D0,188
ASV_2663,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae NK4A136 group,#BEA89A,104
ASV_2664,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Anaerotruncus,#BEA89A,104
ASV_2665,Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,Stackebrandtia,#D0D0D0,188
ASV_2666,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,<not present>,#5875DE,83
ASV_2667,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Family XI,Tissierella,#BEA89A,104
ASV_2668,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylobacterium-Methylorubrum,#EE2C2C,146
ASV_2669,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia,#EE2C2C,146
ASV_267,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<not present>,#BEA89A,104
ASV_2670,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,LD29,#CA0BE8,167
