Sample.ID,ASV,count
KP_Exp_8_D11_C2,ASV_3283,3
KP_Exp_8_D11_Cp2,ASV_3283,1
KP_Exp_8_D14_C2,ASV_3283,1
KP_Exp_8_D14_Cp_P2,ASV_3283,2
KP_Exp_8_D21_AVN1,ASV_3283,9
KP_Exp_8_D21_AVN3,ASV_3283,25
KP_Exp_8_D21_AVN_FMT2,ASV_3283,8
KP_Exp_8_D21_C1,ASV_3283,2
KP_Exp_8_D21_C3,ASV_3283,1
KP_Exp_8_D21_Cp_B2,ASV_3283,2
KP_Exp_8_D21_Cp_FMT3,ASV_3283,1
KP_Exp_8_D21_Cp_P2,ASV_3283,2
KP_Exp_8_D8_Cp2,ASV_3283,2
KP_Exp_8_D8_Cp_B3,ASV_3283,1
KP_Exp_8_D8_FMT,ASV_3283,4
KP_Exp_8_D9_FMT,ASV_3283,3
KP_Exp_8_D11_AVN_P1,ASV_1016,5
KP_Exp_8_D8_AVN2,ASV_1016,11
KP_Exp_8_D8_AVN_P3,ASV_1016,52
KP_Exp_8_D11_AVN_P2,ASV_1259,10
KP_Exp_8_D8_AVN2,ASV_1259,32
KP_Exp_8_D8_AVN_FMT3,ASV_1259,26
KP_Exp_8_D8_AVN2,ASV_3712,68
KP_Exp_8_D0_AVN2,ASV_429,16
KP_Exp_8_D11_C2,ASV_429,10
KP_Exp_8_D14_C2,ASV_429,41
KP_Exp_8_D0_OR_AVN1,ASV_6008,67
KP_Exp_8_D11_AVN_FMT3,ASV_6009,6
KP_Exp_8_D11_AVN_P1,ASV_6009,8
KP_Exp_8_D11_Cp_B1,ASV_6009,4
KP_Exp_8_D11_Cp_FMT1,ASV_6009,4
KP_Exp_8_D11_Cp_FMT2,ASV_6009,10
KP_Exp_8_D11_Cp_P1,ASV_6009,12
KP_Exp_8_D14_AVN1,ASV_6009,4
KP_Exp_8_D14_Cp2,ASV_6009,2
KP_Exp_8_D14_Cp_P1,ASV_6009,10
KP_Exp_8_D21_Cp_P3,ASV_6009,7
KP_Exp_8_D11_AVN_P2,ASV_1339,67
KP_Exp_8_D11_AVN_P2,ASV_920,29
KP_Exp_8_D8_AVN_FMT2,ASV_920,18
KP_Exp_8_D8_AVN_P1,ASV_920,20
KP_Exp_8_D8_AVN_FMT2,ASV_2561,67
KP_Exp_8_D0_OR_AVN1,ASV_6010,66
KP_Exp_8_D11_AVN_P2,ASV_695,32
KP_Exp_8_D8_AVN2,ASV_695,8
KP_Exp_8_D8_AVN3,ASV_695,16
KP_Exp_8_D8_AVN_P1,ASV_695,10
KP_Exp_8_D11_AVN_P2,ASV_6011,12
KP_Exp_8_D8_AVN_B1,ASV_6011,9
KP_Exp_8_D8_AVN_B3,ASV_6011,6
KP_Exp_8_D8_AVN_FMT2,ASV_6011,19
KP_Exp_8_D8_AVN_FMT3,ASV_6011,6
KP_Exp_8_D8_AVN_P1,ASV_6011,12
KP_Exp_8_D8_AVN_P2,ASV_6011,2
KP_Exp_8_D11_Cp3,ASV_6012,8
KP_Exp_8_D11_Cp_FMT1,ASV_6012,21
KP_Exp_8_D14_AVN_FMT3,ASV_6012,3
KP_Exp_8_D14_Cp3,ASV_6012,9
KP_Exp_8_D21_AVN1,ASV_6012,1
KP_Exp_8_D21_Cp3,ASV_6012,12
KP_Exp_8_D21_Cp_FMT1,ASV_6012,7
KP_Exp_8_D8_Cp_FMT1,ASV_6012,5
KP_Exp_8_D8_AVN_B1,ASV_3924,18
KP_Exp_8_D8_AVN_FMT2,ASV_3924,24
KP_Exp_8_D8_AVN_P1,ASV_3924,24
KP_Exp_8_D8_AVN_FMT2,ASV_6013,31
KP_Exp_8_D8_AVN_FMT3,ASV_6013,23
KP_Exp_8_D8_AVN_P2,ASV_6013,12
KP_Exp_8_D0_OR_AVN1,ASV_6014,65
KP_Exp_8_D8_AVN_B1,ASV_948,22
KP_Exp_8_D8_AVN_B2,ASV_948,28
KP_Exp_8_D8_AVN_FMT3,ASV_948,8
KP_Exp_8_D8_AVN_P1,ASV_948,7
KP_Exp_8_D8_AVN_FMT2,ASV_6015,65
KP_Exp_8_D0_OR_AVN2,ASV_1549,64
KP_Exp_8_D10_FMT,ASV_3668,12
KP_Exp_8_D11_C1,ASV_3668,2
KP_Exp_8_D11_Cp_B3,ASV_3668,13
KP_Exp_8_D11_Cp_FMT2,ASV_3668,7
KP_Exp_8_D11_Cp_P1,ASV_3668,2
KP_Exp_8_D11_Cp_P2,ASV_3668,1
KP_Exp_8_D14_Cp1,ASV_3668,2
KP_Exp_8_D14_Cp_B2,ASV_3668,8
KP_Exp_8_D14_Cp_FMT3,ASV_3668,14
KP_Exp_8_D14_Cp_P3,ASV_3668,1
KP_Exp_8_D8_C1,ASV_3668,2
KP_Exp_8_D11_AVN_P2,ASV_6016,64
KP_Exp_8_D11_AVN_P2,ASV_6017,64
KP_Exp_8_D8_AVN_P3,ASV_6018,64
KP_Exp_8_D0_OR_AVN1,ASV_2360,63
KP_Exp_8_D0_OR_AVN2,ASV_6019,63
KP_Exp_8_D11_AVN_P2,ASV_1678,7
KP_Exp_8_D8_AVN3,ASV_1678,6
KP_Exp_8_D8_AVN_B2,ASV_1678,3
KP_Exp_8_D8_AVN_FMT2,ASV_1678,44
KP_Exp_8_D8_AVN_P2,ASV_1678,3
KP_Exp_8_D8_AVN_B1,ASV_1048,21
KP_Exp_8_D8_AVN_FMT2,ASV_1048,12
KP_Exp_8_D8_AVN_FMT3,ASV_1048,16
KP_Exp_8_D8_AVN_P1,ASV_1048,14
KP_Exp_8_D0_OR_AVN1,ASV_4037,56
KP_Exp_8_D11_AVN_FMT1,ASV_4037,6
KP_Exp_8_D10_FMT,ASV_1169,19
KP_Exp_8_D11_C1,ASV_1169,1
KP_Exp_8_D11_C2,ASV_1169,21
KP_Exp_8_D21_C1,ASV_1169,18
KP_Exp_8_D21_Cp_FMT3,ASV_1169,2
KP_Exp_8_D8_FMT,ASV_1169,1
KP_Exp_8_D11_AVN_P2,ASV_6020,27
KP_Exp_8_D8_AVN_FMT3,ASV_6020,35
KP_Exp_8_D11_AVN_P2,ASV_1127,12
KP_Exp_8_D8_AVN3,ASV_1127,8
KP_Exp_8_D8_AVN_B1,ASV_1127,9
KP_Exp_8_D8_AVN_FMT3,ASV_1127,33
KP_Exp_8_D8_AVN_B3,ASV_1440,16
KP_Exp_8_D8_AVN_P1,ASV_1440,19
KP_Exp_8_D8_AVN_P2,ASV_1440,27
KP_Exp_8_D0_OR_AVN1,ASV_6021,61
KP_Exp_8_D11_AVN2,ASV_6022,61
KP_Exp_8_D14_C1,ASV_77,28
KP_Exp_8_D21_C3,ASV_77,33
KP_Exp_8_D21_AVN2,ASV_6023,61
KP_Exp_8_D8_AVN_B3,ASV_6024,61
KP_Exp_8_D11_AVN2,ASV_594,9
KP_Exp_8_D8_AVN1,ASV_594,5
KP_Exp_8_D8_AVN_B1,ASV_594,31
KP_Exp_8_D8_AVN_FMT3,ASV_594,15
KP_Exp_8_D9_FMT,ASV_6025,60
KP_Exp_8_D0_AVN1,ASV_1323,1
KP_Exp_8_D11_C2,ASV_1323,1
KP_Exp_8_D11_C3,ASV_1323,2
KP_Exp_8_D11_Cp_P2,ASV_1323,1
KP_Exp_8_D14_AVN_FMT2,ASV_1323,2
KP_Exp_8_D14_AVN_FMT3,ASV_1323,5
KP_Exp_8_D14_C1,ASV_1323,10
KP_Exp_8_D14_C3,ASV_1323,4
KP_Exp_8_D14_Cp_FMT2,ASV_1323,7
KP_Exp_8_D14_Cp_FMT3,ASV_1323,3
KP_Exp_8_D14_Cp_P2,ASV_1323,2
KP_Exp_8_D21_AVN_FMT2,ASV_1323,1
KP_Exp_8_D21_C2,ASV_1323,2
KP_Exp_8_D21_Cp1,ASV_1323,1
KP_Exp_8_D21_Cp_FMT2,ASV_1323,5
KP_Exp_8_D8_C3,ASV_1323,3
KP_Exp_8_D8_FMT,ASV_1323,9
KP_Exp_8_D0_OR_AVN1,ASV_6026,59
KP_Exp_8_D11_C2,ASV_644,8
KP_Exp_8_D11_Cp_FMT2,ASV_644,5
KP_Exp_8_D14_Cp_FMT1,ASV_644,14
KP_Exp_8_D21_AVN_FMT2,ASV_644,11
KP_Exp_8_D21_Cp_FMT3,ASV_644,13
KP_Exp_8_D9_FMT,ASV_644,8
KP_Exp_8_D8_AVN_B1,ASV_2193,18
KP_Exp_8_D8_AVN_B3,ASV_2193,22
KP_Exp_8_D8_AVN_P2,ASV_2193,17
KP_Exp_8_D8_AVN_P3,ASV_2193,2
KP_Exp_8_D8_AVN_B2,ASV_193,44
KP_Exp_8_D8_AVN_FMT2,ASV_193,15
KP_Exp_8_D8_AVN_B2,ASV_6027,6
KP_Exp_8_D8_AVN_P1,ASV_6027,14
KP_Exp_8_D8_AVN_P2,ASV_6027,39
KP_Exp_8_D11_AVN_FMT1,ASV_521,40
KP_Exp_8_D8_AVN2,ASV_521,18
KP_Exp_8_D11_AVN_P2,ASV_877,58
KP_Exp_8_D11_AVN_P2,ASV_525,27
KP_Exp_8_D8_AVN1,ASV_525,6
KP_Exp_8_D8_AVN_B1,ASV_525,11
KP_Exp_8_D8_AVN_B3,ASV_525,11
KP_Exp_8_D8_AVN_FMT2,ASV_525,3
KP_Exp_8_D11_AVN_P2,ASV_6028,9
KP_Exp_8_D8_AVN_B3,ASV_6028,49
KP_Exp_8_D8_AVN2,ASV_1338,12
KP_Exp_8_D8_AVN_FMT2,ASV_1338,7
KP_Exp_8_D8_AVN_P1,ASV_1338,39
KP_Exp_8_D8_AVN_B1,ASV_735,33
KP_Exp_8_D8_AVN_B3,ASV_735,25
KP_Exp_8_D8_AVN_FMT3,ASV_1005,58
KP_Exp_8_D0_OR_AVN1,ASV_6029,57
KP_Exp_8_D11_AVN_P2,ASV_3912,57
KP_Exp_8_D11_AVN_P2,ASV_535,30
KP_Exp_8_D8_AVN_FMT2,ASV_535,9
KP_Exp_8_D8_AVN_P3,ASV_535,18
KP_Exp_8_D11_AVN_P2,ASV_986,28
KP_Exp_8_D8_AVN2,ASV_986,11
KP_Exp_8_D8_AVN_B2,ASV_986,18
KP_Exp_8_D11_Cp_P1,ASV_568,57
KP_Exp_8_D8_AVN2,ASV_747,8
KP_Exp_8_D8_AVN_B1,ASV_747,13
KP_Exp_8_D8_AVN_B2,ASV_747,10
KP_Exp_8_D8_AVN_FMT3,ASV_747,13
KP_Exp_8_D8_AVN_P1,ASV_747,7
KP_Exp_8_D8_AVN_P2,ASV_747,6
KP_Exp_8_D8_AVN_FMT2,ASV_6030,57
KP_Exp_8_D8_AVN_FMT2,ASV_6031,57
KP_Exp_8_D10_FMT,ASV_3657,4
KP_Exp_8_D11_Cp2,ASV_3657,1
KP_Exp_8_D11_Cp_B1,ASV_3657,2
KP_Exp_8_D11_Cp_B3,ASV_3657,1
KP_Exp_8_D11_Cp_FMT2,ASV_3657,3
KP_Exp_8_D11_Cp_P2,ASV_3657,8
KP_Exp_8_D11_Cp_P3,ASV_3657,1
KP_Exp_8_D14_C2,ASV_3657,2
KP_Exp_8_D14_Cp1,ASV_3657,1
KP_Exp_8_D14_Cp_P2,ASV_3657,3
KP_Exp_8_D14_Cp_P3,ASV_3657,3
KP_Exp_8_D21_C2,ASV_3657,1
KP_Exp_8_D21_C3,ASV_3657,1
KP_Exp_8_D21_Cp1,ASV_3657,1
KP_Exp_8_D21_Cp3,ASV_3657,1
KP_Exp_8_D21_Cp_B1,ASV_3657,4
KP_Exp_8_D21_Cp_B2,ASV_3657,1
KP_Exp_8_D21_Cp_P2,ASV_3657,4
KP_Exp_8_D21_Cp_P3,ASV_3657,1
KP_Exp_8_D8_Cp2,ASV_3657,2
KP_Exp_8_D8_Cp_B1,ASV_3657,1
KP_Exp_8_D8_Cp_B2,ASV_3657,1
KP_Exp_8_D8_Cp_B3,ASV_3657,1
KP_Exp_8_D8_Cp_FMT3,ASV_3657,2
KP_Exp_8_D8_Cp_P1,ASV_3657,2
KP_Exp_8_D9_FMT,ASV_3657,4
KP_Exp_8_D11_AVN_P2,ASV_1941,37
KP_Exp_8_D8_AVN_FMT2,ASV_1941,19
KP_Exp_8_D21_AVN2,ASV_6032,56
KP_Exp_8_D8_AVN_P1,ASV_6033,56
KP_Exp_8_D8_AVN_P2,ASV_2212,56
KP_Exp_8_D8_AVN_P2,ASV_1282,13
KP_Exp_8_D8_AVN_P3,ASV_1282,43
KP_Exp_8_D11_AVN2,ASV_442,20
KP_Exp_8_D8_AVN3,ASV_442,19
KP_Exp_8_D8_AVN_FMT2,ASV_442,16
KP_Exp_8_D11_AVN_FMT1,ASV_6034,9
KP_Exp_8_D8_AVN_B2,ASV_6034,6
KP_Exp_8_D8_AVN_B3,ASV_6034,27
KP_Exp_8_D8_AVN_P1,ASV_6034,13
KP_Exp_8_D11_AVN_P2,ASV_3732,55
KP_Exp_8_D11_AVN_P2,ASV_1245,21
KP_Exp_8_D8_AVN_P2,ASV_1245,34
KP_Exp_8_D14_AVN_P2,ASV_6035,9
KP_Exp_8_D14_C2,ASV_6035,5
KP_Exp_8_D21_AVN_B1,ASV_6035,7
KP_Exp_8_D21_AVN_P3,ASV_6035,34
KP_Exp_8_D8_AVN_B1,ASV_1109,46
KP_Exp_8_D8_AVN_B3,ASV_1109,4
KP_Exp_8_D8_AVN_FMT2,ASV_1109,5
KP_Exp_8_D8_AVN_B2,ASV_1608,19
KP_Exp_8_D8_AVN_FMT2,ASV_1608,4
KP_Exp_8_D8_AVN_FMT3,ASV_1608,32
KP_Exp_8_D0_AVN2,ASV_3598,35
KP_Exp_8_D14_Cp_P1,ASV_3598,19
KP_Exp_8_D11_AVN_P2,ASV_2304,39
KP_Exp_8_D8_AVN2,ASV_2304,8
KP_Exp_8_D8_AVN_B2,ASV_2304,7
KP_Exp_8_D8_AVN_B1,ASV_1272,54
KP_Exp_8_D0_OR_AVN1,ASV_6036,53
KP_Exp_8_D11_AVN2,ASV_1463,3
KP_Exp_8_D11_AVN_P2,ASV_1463,5
KP_Exp_8_D8_AVN_B1,ASV_1463,17
KP_Exp_8_D8_AVN_B2,ASV_1463,14
KP_Exp_8_D8_AVN_B3,ASV_1463,4
KP_Exp_8_D8_AVN_FMT2,ASV_1463,10
KP_Exp_8_D11_AVN_FMT1,ASV_881,8
KP_Exp_8_D8_AVN_B1,ASV_881,12
KP_Exp_8_D8_AVN_B3,ASV_881,15
KP_Exp_8_D8_AVN_P3,ASV_881,18
KP_Exp_8_D11_AVN_P2,ASV_1054,9
KP_Exp_8_D8_AVN_FMT3,ASV_1054,11
KP_Exp_8_D8_AVN_P1,ASV_1054,13
KP_Exp_8_D8_AVN_P2,ASV_1054,20
KP_Exp_8_D11_C1,ASV_1458,7
KP_Exp_8_D14_C2,ASV_1458,8
KP_Exp_8_D14_Cp1,ASV_1458,1
KP_Exp_8_D14_Cp_P1,ASV_1458,1
KP_Exp_8_D14_Cp_P2,ASV_1458,1
KP_Exp_8_D21_AVN_FMT2,ASV_1458,1
KP_Exp_8_D21_C3,ASV_1458,7
KP_Exp_8_D21_Cp_FMT3,ASV_1458,1
KP_Exp_8_D21_Cp_P1,ASV_1458,7
KP_Exp_8_D21_Cp_P2,ASV_1458,9
KP_Exp_8_D21_Cp_P3,ASV_1458,3
KP_Exp_8_D9_FMT,ASV_1458,7
KP_Exp_8_D8_AVN_B2,ASV_6037,53
KP_Exp_8_D8_AVN_FMT2,ASV_3952,53
KP_Exp_8_D8_AVN_P2,ASV_6038,53
KP_Exp_8_D0_OR_AVN1,ASV_1958,52
KP_Exp_8_D11_AVN2,ASV_1467,12
KP_Exp_8_D8_AVN2,ASV_1467,8
KP_Exp_8_D8_AVN_B1,ASV_1467,1
KP_Exp_8_D8_AVN_FMT2,ASV_1467,4
KP_Exp_8_D8_AVN_FMT3,ASV_1467,27
KP_Exp_8_D11_AVN2,ASV_1944,2
KP_Exp_8_D8_AVN3,ASV_1944,12
KP_Exp_8_D8_AVN_B1,ASV_1944,11
KP_Exp_8_D8_AVN_FMT2,ASV_1944,8
KP_Exp_8_D8_AVN_FMT3,ASV_1944,8
KP_Exp_8_D8_AVN_P2,ASV_1944,5
KP_Exp_8_D8_AVN_P3,ASV_1944,6
KP_Exp_8_D11_AVN_FMT1,ASV_2736,10
KP_Exp_8_D8_AVN_P1,ASV_2736,42
KP_Exp_8_D11_AVN_P2,ASV_1543,41
KP_Exp_8_D8_AVN_B1,ASV_1543,11
KP_Exp_8_D11_AVN_P2,ASV_6039,32
KP_Exp_8_D8_AVN3,ASV_6039,12
KP_Exp_8_D8_AVN_B3,ASV_6039,8
KP_Exp_8_D11_AVN_P2,ASV_1462,22
KP_Exp_8_D8_AVN3,ASV_1462,30
KP_Exp_8_D11_AVN_P2,ASV_6040,13
KP_Exp_8_D8_AVN_B3,ASV_6040,10
KP_Exp_8_D8_AVN_FMT2,ASV_6040,29
KP_Exp_8_D11_Cp_P1,ASV_6041,52
KP_Exp_8_D8_AVN_B1,ASV_1344,9
KP_Exp_8_D8_AVN_B2,ASV_1344,9
KP_Exp_8_D8_AVN_FMT2,ASV_1344,21
KP_Exp_8_D8_AVN_P1,ASV_1344,13
KP_Exp_8_D8_AVN_FMT1,ASV_6042,18
KP_Exp_8_D8_AVN_P2,ASV_6042,34
KP_Exp_8_D8_AVN_FMT2,ASV_1945,7
KP_Exp_8_D8_AVN_P1,ASV_1945,15
KP_Exp_8_D8_AVN_P2,ASV_1945,25
KP_Exp_8_D8_AVN_P3,ASV_1945,5
KP_Exp_8_D0_OR_AVN1,ASV_1126,51
KP_Exp_8_D0_OR_AVN1,ASV_6043,51
KP_Exp_8_D0_OR_AVN1,ASV_1374,34
KP_Exp_8_D11_AVN_P2,ASV_1374,7
KP_Exp_8_D8_AVN3,ASV_1374,10
KP_Exp_8_D11_AVN_P2,ASV_836,51
KP_Exp_8_D11_AVN_P2,ASV_1085,6
KP_Exp_8_D8_AVN2,ASV_1085,9
KP_Exp_8_D8_AVN_B2,ASV_1085,10
KP_Exp_8_D8_AVN_B3,ASV_1085,12
KP_Exp_8_D8_AVN_FMT2,ASV_1085,5
KP_Exp_8_D8_AVN_FMT3,ASV_1085,9
KP_Exp_8_D8_AVN2,ASV_6044,9
KP_Exp_8_D8_AVN_B1,ASV_6044,9
KP_Exp_8_D8_AVN_B2,ASV_6044,29
KP_Exp_8_D8_AVN_B3,ASV_6044,4
KP_Exp_8_D8_AVN2,ASV_5376,7
KP_Exp_8_D8_AVN3,ASV_5376,37
KP_Exp_8_D8_AVN_B1,ASV_5376,7
KP_Exp_8_D0_OR_AVN2,ASV_6045,50
KP_Exp_8_D11_AVN_FMT1,ASV_1917,50
KP_Exp_8_D11_AVN_P2,ASV_1285,17
KP_Exp_8_D8_AVN_P3,ASV_1285,33
KP_Exp_8_D11_C1,ASV_741,11
KP_Exp_8_D21_Cp3,ASV_741,25
KP_Exp_8_D8_C1,ASV_741,14
KP_Exp_8_D11_C1,ASV_1069,1
KP_Exp_8_D11_C2,ASV_1069,1
KP_Exp_8_D11_Cp2,ASV_1069,6
KP_Exp_8_D11_Cp3,ASV_1069,11
KP_Exp_8_D11_Cp_B2,ASV_1069,5
KP_Exp_8_D11_Cp_FMT3,ASV_1069,1
KP_Exp_8_D11_Cp_P2,ASV_1069,2
KP_Exp_8_D14_Cp_B2,ASV_1069,4
KP_Exp_8_D21_AVN_FMT1,ASV_1069,1
KP_Exp_8_D21_C3,ASV_1069,5
KP_Exp_8_D21_Cp2,ASV_1069,1
KP_Exp_8_D21_Cp_FMT2,ASV_1069,2
KP_Exp_8_D21_Cp_FMT3,ASV_1069,1
KP_Exp_8_D8_Cp1,ASV_1069,4
KP_Exp_8_D8_Cp3,ASV_1069,2
KP_Exp_8_D8_Cp_B1,ASV_1069,3
KP_Exp_8_D8_AVN3,ASV_773,21
KP_Exp_8_D8_AVN_FMT3,ASV_773,29
KP_Exp_8_D8_AVN_FMT2,ASV_6046,50
KP_Exp_8_D8_AVN_FMT2,ASV_6047,37
KP_Exp_8_D8_AVN_P2,ASV_6047,13
KP_Exp_8_D0_AVN1,ASV_3870,1
KP_Exp_8_D11_C1,ASV_3870,1
KP_Exp_8_D11_Cp2,ASV_3870,1
KP_Exp_8_D11_Cp_B1,ASV_3870,1
KP_Exp_8_D11_Cp_FMT1,ASV_3870,2
KP_Exp_8_D11_Cp_P1,ASV_3870,8
KP_Exp_8_D11_Cp_P3,ASV_3870,5
KP_Exp_8_D14_AVN_FMT3,ASV_3870,5
KP_Exp_8_D14_Cp1,ASV_3870,2
KP_Exp_8_D14_Cp_B1,ASV_3870,4
KP_Exp_8_D14_Cp_P3,ASV_3870,2
KP_Exp_8_D21_Cp_FMT2,ASV_3870,1
KP_Exp_8_D21_Cp_FMT3,ASV_3870,5
KP_Exp_8_D8_C1,ASV_3870,5
KP_Exp_8_D8_Cp_P1,ASV_3870,4
KP_Exp_8_D8_FMT,ASV_3870,1
KP_Exp_8_D9_FMT,ASV_3870,1
KP_Exp_8_D0_OR_AVN1,ASV_1510,30
KP_Exp_8_D11_AVN_P2,ASV_1510,12
KP_Exp_8_D8_AVN_B3,ASV_1510,7
KP_Exp_8_D11_AVN_FMT3,ASV_6048,9
KP_Exp_8_D14_AVN_P1,ASV_6048,3
KP_Exp_8_D14_AVN_P2,ASV_6048,3
KP_Exp_8_D21_Cp_FMT3,ASV_6048,34
KP_Exp_8_D11_AVN_P2,ASV_6049,39
KP_Exp_8_D8_AVN_B1,ASV_6049,4
KP_Exp_8_D8_AVN_FMT2,ASV_6049,6
KP_Exp_8_D11_AVN_P2,ASV_1190,21
KP_Exp_8_D8_AVN_B2,ASV_1190,10
KP_Exp_8_D8_AVN_FMT2,ASV_1190,18
KP_Exp_8_D8_AVN2,ASV_825,14
KP_Exp_8_D8_AVN_B1,ASV_825,6
KP_Exp_8_D8_AVN_B2,ASV_825,7
KP_Exp_8_D8_AVN_FMT2,ASV_825,16
KP_Exp_8_D8_AVN_P1,ASV_825,6
KP_Exp_8_D8_AVN_B3,ASV_918,15
KP_Exp_8_D8_AVN_P2,ASV_918,34
KP_Exp_8_D0_AVN1,ASV_6050,1
KP_Exp_8_D0_AVN2,ASV_6050,1
KP_Exp_8_D10_FMT,ASV_6050,1
KP_Exp_8_D11_C1,ASV_6050,2
KP_Exp_8_D11_Cp_P1,ASV_6050,1
KP_Exp_8_D14_Cp1,ASV_6050,2
KP_Exp_8_D14_Cp_FMT3,ASV_6050,11
KP_Exp_8_D21_AVN_FMT2,ASV_6050,1
KP_Exp_8_D21_Cp_FMT2,ASV_6050,8
KP_Exp_8_D8_C1,ASV_6050,3
KP_Exp_8_D8_Cp1,ASV_6050,1
KP_Exp_8_D8_Cp2,ASV_6050,1
KP_Exp_8_D8_Cp_B1,ASV_6050,2
KP_Exp_8_D8_Cp_FMT2,ASV_6050,1
KP_Exp_8_D8_Cp_P1,ASV_6050,10
KP_Exp_8_D8_FMT,ASV_6050,1
KP_Exp_8_D9_FMT,ASV_6050,1
KP_Exp_8_D0_OR_AVN1,ASV_4243,48
KP_Exp_8_D11_AVN_FMT1,ASV_6051,9
KP_Exp_8_D11_AVN_P2,ASV_6051,6
KP_Exp_8_D8_AVN1,ASV_6051,23
KP_Exp_8_D8_AVN2,ASV_6051,3
KP_Exp_8_D8_AVN_FMT2,ASV_6051,7
KP_Exp_8_D11_AVN_P2,ASV_2509,48
KP_Exp_8_D11_AVN_P2,ASV_1978,14
KP_Exp_8_D8_AVN_B1,ASV_1978,34
KP_Exp_8_D11_C1,ASV_6052,1
KP_Exp_8_D11_Cp_FMT3,ASV_6052,1
KP_Exp_8_D11_Cp_P1,ASV_6052,2
KP_Exp_8_D11_Cp_P2,ASV_6052,2
KP_Exp_8_D14_Cp1,ASV_6052,2
KP_Exp_8_D14_Cp_B1,ASV_6052,3
KP_Exp_8_D14_Cp_P3,ASV_6052,5
KP_Exp_8_D21_AVN1,ASV_6052,4
KP_Exp_8_D21_AVN3,ASV_6052,3
KP_Exp_8_D21_C1,ASV_6052,2
KP_Exp_8_D21_Cp1,ASV_6052,1
KP_Exp_8_D21_Cp_B1,ASV_6052,9
KP_Exp_8_D21_Cp_FMT3,ASV_6052,4
KP_Exp_8_D21_Cp_P3,ASV_6052,6
KP_Exp_8_D8_C3,ASV_6052,3
KP_Exp_8_D8_AVN1,ASV_1093,22
KP_Exp_8_D8_AVN_B3,ASV_1093,26
KP_Exp_8_D8_AVN2,ASV_6053,15
KP_Exp_8_D8_AVN_B1,ASV_6053,11
KP_Exp_8_D8_AVN_FMT2,ASV_6053,22
KP_Exp_8_D8_AVN2,ASV_2043,9
KP_Exp_8_D8_AVN3,ASV_2043,5
KP_Exp_8_D8_AVN_B1,ASV_2043,12
KP_Exp_8_D8_AVN_B2,ASV_2043,14
KP_Exp_8_D8_AVN_FMT2,ASV_2043,8
KP_Exp_8_D8_AVN3,ASV_4349,48
KP_Exp_8_D8_AVN3,ASV_4254,14
KP_Exp_8_D8_AVN_B1,ASV_4254,34
KP_Exp_8_D8_AVN_B2,ASV_6054,29
KP_Exp_8_D8_AVN_B3,ASV_6054,19
KP_Exp_8_D8_AVN_B3,ASV_540,48
KP_Exp_8_D8_AVN_B3,ASV_2950,28
KP_Exp_8_D8_AVN_P2,ASV_2950,20
KP_Exp_8_D8_AVN_FMT2,ASV_843,48
KP_Exp_8_D8_AVN_P2,ASV_6055,48
KP_Exp_8_D0_OR_AVN1,ASV_6056,47
KP_Exp_8_D0_OR_AVN1,ASV_3656,39
KP_Exp_8_D0_OR_AVN3,ASV_3656,8
KP_Exp_8_D8_AVN2,ASV_1365,47
KP_Exp_8_D8_AVN_B1,ASV_1532,18
KP_Exp_8_D8_AVN_B2,ASV_1532,19
KP_Exp_8_D8_AVN_FMT1,ASV_1532,10
KP_Exp_8_D8_AVN_B2,ASV_1292,12
KP_Exp_8_D8_AVN_B3,ASV_1292,21
KP_Exp_8_D8_AVN_P2,ASV_1292,14
KP_Exp_8_D8_AVN_FMT2,ASV_6057,47
KP_Exp_8_D0_OR_AVN1,ASV_6058,46
KP_Exp_8_D0_OR_AVN1,ASV_6059,46
KP_Exp_8_D10_FMT,ASV_1527,7
KP_Exp_8_D14_AVN_FMT2,ASV_1527,4
KP_Exp_8_D14_Cp_B1,ASV_1527,8
KP_Exp_8_D14_Cp_FMT1,ASV_1527,4
KP_Exp_8_D14_Cp_P3,ASV_1527,1
KP_Exp_8_D21_AVN_FMT1,ASV_1527,4
KP_Exp_8_D21_AVN_FMT2,ASV_1527,5
KP_Exp_8_D21_C2,ASV_1527,7
KP_Exp_8_D21_Cp_P3,ASV_1527,2
KP_Exp_8_D8_C3,ASV_1527,4
KP_Exp_8_D11_AVN2,ASV_618,28
KP_Exp_8_D8_AVN_B2,ASV_618,18
KP_Exp_8_D11_AVN_P2,ASV_6060,46
KP_Exp_8_D11_AVN_P2,ASV_199,40
KP_Exp_8_D8_AVN1,ASV_199,6
KP_Exp_8_D11_AVN_P2,ASV_947,13
KP_Exp_8_D8_AVN_B3,ASV_947,16
KP_Exp_8_D8_AVN_P1,ASV_947,17
KP_Exp_8_D11_AVN_P2,ASV_2159,9
KP_Exp_8_D8_AVN1,ASV_2159,2
KP_Exp_8_D8_AVN_B1,ASV_2159,6
KP_Exp_8_D8_AVN_B2,ASV_2159,9
KP_Exp_8_D8_AVN_FMT2,ASV_2159,6
KP_Exp_8_D8_AVN_FMT3,ASV_2159,6
KP_Exp_8_D8_AVN_P2,ASV_2159,8
KP_Exp_8_D14_C2,ASV_1668,10
KP_Exp_8_D14_Cp2,ASV_1668,32
KP_Exp_8_D21_AVN3,ASV_1668,4
KP_Exp_8_D8_AVN2,ASV_973,14
KP_Exp_8_D8_AVN_FMT2,ASV_973,21
