SampleID	Acidobacteria	Actinobacteria	Bacteroidetes	Chlamydiae	Chloroflexi	Cyanobacteria	Deferribacteres	Deinococcus_Thermus	Dependentiae	Epsilonbacteraeota	Euryarchaeota	Firmicutes	Fusobacteria	Lentisphaerae	Patescibacteria	Planctomycetes	Proteobacteria	Spirochaetes	Synergistetes	Tenericutes	Verrucomicrobia	unclassified
1532E	0	678	29	0	0	0	0	0	0	0	0	34815	0	0	0	0	0	0	0	0	23115	0
1532G	0	668	7	0	0	0	0	0	0	0	0	15240	0	0	0	0	0	0	0	0	2627	0
1532I	0	984	0	0	0	0	0	0	0	0	0	23945	0	0	0	0	128	0	0	0	0	6
1533A	0	485	3019	0	0	18	0	0	0	0	0	23332	0	0	0	0	14	0	0	0	0	0
1533B	0	632	264	0	0	0	0	0	0	0	0	23868	0	0	0	0	478	0	0	0	0	0
1533C	0	909	3615	0	0	0	0	0	0	0	0	27402	167	0	0	0	112	0	0	0	0	4
1533D	0	210	2755	0	0	0	0	0	0	0	0	18452	25	0	0	0	78	0	0	0	0	0
1533E	0	1920	365	0	0	0	0	0	0	0	0	10842	0	0	0	0	6	0	0	0	0	0
1533F	0	674	12	0	0	0	0	0	0	0	0	12612	0	0	0	0	385	0	0	0	0	0
1533G	0	138	14	0	0	0	0	0	0	0	0	11197	121	0	0	0	3488	0	0	0	0	0
1552A	0	263	120	0	0	0	0	0	0	0	0	11878	0	0	0	0	62	0	0	0	7	0
1553A	0	10609	302	0	0	0	0	0	0	0	0	60861	0	0	0	0	1186	0	0	0	0	0
1553B	0	9901	3970	0	0	7	0	0	0	0	0	71599	0	0	6	0	929	0	0	0	0	0
1556A	0	5979	4503	0	0	0	0	0	0	0	0	61483	17	0	0	0	51	0	0	0	31932	0
1562H	0	1032	9675	0	0	0	0	0	0	0	0	12119	0	0	0	0	7101	0	0	0	0	103
1564A	0	411	9072	0	0	0	0	0	0	0	0	28552	0	0	0	0	255	0	0	0	8356	22
1564B	0	1174	2808	0	0	0	0	0	0	0	12	40746	0	0	0	0	44	0	0	0	2547	50
1564C	0	1358	4743	0	0	0	0	0	0	0	0	67928	0	0	0	0	77	0	0	0	22	13
1564D	0	255	258	0	0	0	0	0	0	0	0	30864	0	0	0	0	39	0	0	0	10	12
1564E	0	2637	11147	0	0	0	0	0	0	0	0	57546	0	0	0	0	210	0	0	0	12	53
1566C	0	4646	60	0	0	0	0	0	0	0	0	74757	0	0	0	0	87	0	0	0	0	126
1567F	0	704	3764	0	0	0	0	0	0	0	0	44218	0	0	0	0	27	0	0	0	128	0
1572A	0	5758	2618	0	0	0	0	0	0	0	5	241531	0	0	0	0	50	0	0	0	3654	0
1572B	0	1491	50	0	0	0	0	0	0	0	0	116788	0	0	0	0	30	0	0	0	58653	0
1574A	0	574	191	0	0	2	0	0	0	0	0	46748	0	0	0	0	97	0	0	0	44	0
1574B	0	922	592	0	0	0	0	0	0	0	0	56257	0	0	0	0	101	0	15	0	11	0
1574C	0	476	3	0	0	0	0	0	0	0	0	25648	0	0	0	0	2072	0	0	0	9	0
1574D	0	499	9	0	0	0	0	0	0	0	0	26714	0	0	0	0	11005	0	0	0	0	152
1574G	0	88	0	0	0	0	0	0	0	0	0	18877	0	0	0	0	2912	0	0	0	6	216
1575A	0	563	57	0	0	7	0	0	0	0	0	95410	0	0	0	0	25	0	0	0	12	0
1575B	0	187	0	0	0	6	0	0	0	0	0	33403	0	0	0	0	0	0	0	0	0	0
1577H	0	4010	20897	0	0	0	0	0	0	0	0	15580	0	0	0	0	16	0	0	0	3724	0
1578A	0	1675	29	0	0	2	0	0	0	0	0	26822	0	0	0	0	74	0	0	0	0	0
1580H	0	39	52	0	0	0	0	0	0	0	0	14911	0	0	0	0	21	0	0	0	7	0
1580I	0	134	70	0	0	27	0	0	0	0	0	49600	0	0	0	0	68	0	0	0	6	18
1583B	0	68	0	0	0	0	0	0	0	0	0	1271	0	0	0	0	15	0	0	0	4	0
1584A	0	1251	17	0	0	0	0	0	0	0	0	76570	0	0	0	0	2592	0	0	0	0	12
1585B	0	1104	0	0	0	0	0	0	0	0	0	14345	0	0	0	0	724	0	0	0	0	0
158A	0	7	26	0	0	45	0	0	0	0	0	3572	0	0	0	0	63	0	0	0	0	7
1591B	0	8218	3	0	0	0	0	0	0	0	0	83840	0	0	0	0	0	0	0	0	0	0
1594B	0	6381	8604	0	0	0	0	0	0	0	0	230199	0	0	0	0	6965	0	0	0	0	16
1594C	0	1003	934	0	0	0	0	0	0	0	0	98375	0	0	0	0	8555	0	0	0	0	0
1594D	0	780	34	0	0	0	0	0	0	0	0	14105	0	0	0	0	726	0	0	0	0	0
1598C	0	88	0	0	0	0	0	0	0	0	0	13337	0	0	0	0	887	0	0	0	0	0
1598D	0	62	0	0	0	0	0	0	0	0	0	17516	0	0	0	0	423	0	0	0	0	0
1601A	0	1511	39	0	0	0	0	0	0	0	0	18391	0	0	0	0	0	0	0	0	121	0
1601B	0	3149	3	0	0	0	0	0	0	0	0	21232	0	0	0	0	0	0	0	0	377	0
1606A	0	1340	0	0	0	0	0	0	0	0	0	29372	0	0	0	0	534	0	0	0	46	0
1606B	0	1762	0	0	0	0	0	0	0	0	0	15141	0	0	0	0	59	0	0	0	6	0
1606C	0	3126	132	0	0	0	0	0	0	0	0	33098	120	0	0	0	89	0	0	0	370	0
1606D	0	2455	28	0	0	0	0	0	0	0	0	7876	131	0	0	0	19	0	0	0	38	0
1606E	0	11160	53	0	0	0	0	0	0	0	0	14796	262	0	0	0	41	0	0	0	16	0
1606F	0	27	962	0	0	0	0	0	0	0	0	21965	0	0	0	0	26	0	0	0	0	32
1609C	0	22970	690	0	0	0	0	0	0	0	0	88183	0	0	0	0	151	0	0	0	1584	0
1614C	0	276	0	0	0	0	0	0	0	0	0	12080	0	0	0	0	627	0	0	0	0	0
1616A	0	5348	0	0	0	0	0	0	0	0	0	12054	0	0	0	0	29	0	0	0	0	0
1617A	0	8376	8	0	0	0	0	0	0	0	0	6751	0	0	0	0	0	0	0	0	0	0
1617B	0	431	3400	0	0	0	0	0	0	0	0	13663	0	0	0	0	0	0	0	0	0	0
1617C	0	125	54	0	0	0	0	0	0	0	0	7729	0	0	0	0	0	0	0	0	0	0
1617D	0	311	1686	0	0	0	0	0	0	0	0	10118	3	0	0	0	0	0	0	0	0	0
1617E	0	549	0	0	0	0	0	0	0	0	0	20497	0	0	0	0	0	0	0	0	0	0
1617F	0	33	0	0	0	0	0	0	0	0	0	11867	0	0	0	0	0	0	0	0	0	8
1617G	0	18	0	0	0	0	0	0	0	0	0	4072	0	0	0	0	0	0	0	0	0	0
1617H	0	4	0	0	0	0	0	0	0	0	0	3301	0	0	0	0	0	0	0	0	0	0
1622H	0	6074	9	0	0	16	0	0	0	0	0	19196	0	0	0	0	22	0	0	0	0	4
1622Q	0	735	0	0	0	0	0	0	0	0	0	30843	0	0	0	0	16	0	0	0	0	0
1629B	0	739	940	0	0	0	0	0	0	0	0	9134	0	0	0	0	120	0	0	0	0	0
1629C	0	1665	9	0	0	0	0	0	0	0	0	31615	0	0	0	0	0	0	0	0	0	0
1636F	0	20038	0	0	0	0	0	0	0	0	0	50466	0	0	0	0	0	0	0	0	0	0
1637A	0	847	0	0	0	0	0	0	0	0	0	19909	0	0	0	0	2	0	0	0	0	0
1637C	0	5595	12	0	0	0	0	0	0	0	0	29661	0	0	0	0	0	0	0	0	2	0
1637D	0	654	21	0	0	0	0	0	0	0	0	29008	0	0	0	0	0	0	0	0	0	0
1641A	0	84523	180	0	0	0	0	0	0	0	0	7819	0	0	0	0	3074	0	0	0	5	0
1641B	0	7405	25	0	0	0	0	0	0	0	0	336433	0	0	0	0	16877	0	0	0	9	0
1641C	0	1648	35	0	0	0	0	0	0	0	0	81192	0	0	0	0	302	0	0	0	0	0
1642E	0	98	0	0	0	0	0	0	0	0	0	1482	0	0	0	0	0	0	0	0	0	0
1642X	0	0	0	0	0	0	0	0	0	0	0	12544	0	0	0	0	5	0	0	0	0	0
1644B	0	637	56	0	0	0	0	0	0	0	0	24872	0	0	0	0	1889	0	0	0	2490	0
1644C	0	934	54	0	0	0	0	0	0	0	0	24103	0	0	0	0	578	0	0	0	2345	0
1645B	0	1198	232	0	0	0	0	0	0	0	0	22102	0	0	0	0	366	0	0	0	34712	0
1645J	0	740	0	0	0	0	0	0	0	0	0	22044	4	0	0	0	218	0	0	0	3526	0
1652A	0	3052	0	0	0	0	0	0	0	0	0	11651	0	0	0	0	16	0	0	0	159	0
1652B	0	135	35	0	0	0	0	0	0	0	0	13071	0	0	0	0	62	0	0	0	6	0
1658A	0	2140	4197	0	0	0	0	0	0	0	0	31912	0	0	0	0	38	0	0	0	0	0
1658B	0	3912	0	0	0	0	0	0	0	0	0	23134	0	0	0	0	54	0	0	0	0	0
1658C	0	25557	132	0	0	0	0	0	0	0	0	86321	0	0	0	0	1079	0	0	0	0	0
1658D	0	118	0	0	0	0	0	0	0	0	0	2728	0	0	0	0	16	0	0	0	0	0
1658E	0	4568	933	0	0	0	0	0	0	0	0	85607	27	0	0	0	175	0	0	0	0	0
1658F	0	291	20	0	0	0	0	0	0	0	0	10986	0	0	0	0	3	0	0	0	0	0
1658G	0	3579	172	0	0	0	0	0	0	0	0	77061	0	0	0	0	8	0	0	0	0	0
1658H	0	76	0	0	0	0	0	0	0	0	0	35338	0	0	0	0	0	0	0	0	0	0
1658K	0	1359	0	0	0	0	0	0	0	0	0	13064	0	0	0	0	6947	0	0	0	0	0
1660B	0	685	56	0	0	0	0	0	0	0	0	14531	0	0	0	0	0	0	0	0	0	0
1661A	0	478	14	0	0	0	0	0	0	0	0	16179	0	0	0	0	2233	0	0	0	0	0
166A	0	43	2091	0	0	0	0	0	0	0	0	2337	0	0	0	0	22	0	0	0	1040	0
166B	0	0	148	0	0	0	0	0	0	0	0	3542	0	0	0	0	0	0	0	0	33	0
166F	0	2270	0	0	0	0	0	0	0	0	0	28077	0	0	0	0	865	0	0	0	6	0
1671M	0	978	23540	0	0	0	0	0	0	0	0	67859	0	0	0	0	6974	0	0	0	21034	0
167B	0	0	149	0	0	0	0	0	0	0	0	2586	0	0	0	0	9	0	0	0	0	0
1687I	0	3103	28641	0	0	0	0	0	0	0	0	114039	0	0	0	0	16	0	5	0	9	0
1694R	0	0	1467	0	0	0	0	0	0	0	0	39010	0	0	0	0	48	0	0	0	0	0
1694S	0	0	18	0	0	0	0	0	0	0	0	29328	0	0	0	0	0	0	0	0	0	0
1694T	0	106	78	0	0	0	0	0	0	0	0	18234	0	0	0	0	0	0	0	0	0	0
1694U	0	857	1652	0	0	0	0	0	0	0	0	22741	0	0	0	0	0	0	0	0	2	0
1695H	0	423	0	0	0	0	0	0	0	0	0	53206	0	0	0	0	0	0	0	0	0	0
1695I	0	80	0	0	0	0	0	0	0	0	0	28829	0	0	0	0	0	0	0	0	0	0
1698E	0	1240	174	0	0	23	0	0	0	0	0	35896	0	0	0	0	41	0	0	84	79	40
1700G	0	2472	124	0	0	0	0	0	0	0	0	95803	0	0	0	0	0	0	0	0	0	0
1700H	0	5417	809	0	0	0	0	0	0	0	0	124535	0	0	0	0	0	0	0	0	0	0
1705L	0	130	4	0	0	0	0	0	0	0	0	152	0	0	0	0	0	0	0	0	0	24
1706A	0	37	5	0	0	0	0	0	0	0	0	36306	193	0	0	0	684	0	0	0	0	0
1708F	0	10930	4159	0	0	48	0	0	0	0	0	47553	3334	0	0	0	145	11	95	18	18	0
1709K	0	62	12	0	0	0	0	0	0	0	0	13175	0	0	0	0	848	0	0	0	0	10
1710D	0	3766	6470	0	0	0	0	0	0	0	0	59434	79	0	0	0	15	0	0	0	0	0
1710E	0	1111	377	0	0	0	0	0	0	0	0	16225	3	0	0	0	0	0	0	0	0	0
1710F	0	594	406	0	0	0	0	0	0	0	0	22110	3	0	0	0	0	0	0	0	0	0
1710G	0	1208	25311	0	0	0	0	0	0	0	0	46837	51	0	0	0	3	0	0	0	0	0
1710H	0	3223	18150	0	0	0	0	0	0	0	0	58265	382	0	0	0	14	0	0	0	0	0
1710I	0	650	65	0	0	0	0	0	0	0	0	30218	0	0	0	0	0	0	0	0	0	0
1710J	0	2803	7270	0	0	0	0	0	0	0	0	17808	0	0	0	0	635	0	0	0	0	0
1710K	0	5415	3072	0	0	0	0	0	0	0	0	27639	0	0	0	0	559	0	0	0	0	0
1711H	0	710	24	0	0	30	0	8	0	0	0	64332	0	0	0	0	37	0	0	0	8	32
1715A	0	1907	11	0	0	0	0	0	0	0	0	20265	0	0	0	0	11	0	24	0	554	0
171A	0	24	15	0	0	0	0	0	0	0	0	10187	0	0	0	0	77	0	0	0	0	0
1721B	0	527	18	0	0	0	0	0	0	0	0	45710	0	0	0	0	771	0	0	0	0	0
1725D	0	79	0	0	0	0	0	0	0	0	0	40681	5	0	0	0	272	0	0	0	0	2
1725E	0	38	0	0	0	0	0	0	0	0	0	15238	0	0	0	0	508	0	0	0	0	0
1729A	0	1608	469	0	0	0	0	0	0	0	0	35438	0	0	0	0	7	0	0	0	89	0
1729B	0	4582	12	0	0	0	0	0	0	0	0	11564	0	0	0	0	0	0	0	0	387	0
172D	0	0	36931	0	0	0	0	0	0	0	0	237	0	0	0	0	0	0	0	0	4	0
1734A	0	161	613	0	0	0	0	0	0	0	0	8838	0	0	0	0	30	0	0	0	0	0
1734AA	0	4041	0	0	0	0	0	0	0	0	0	288777	0	0	0	0	16089	0	0	0	0	0
1734BB	0	1029	0	0	0	0	0	0	0	0	0	57037	0	0	0	0	1616	0	0	0	0	0
1734J	0	273	179	0	0	0	0	0	0	0	0	17209	0	0	0	0	0	0	0	0	0	0
1734U	0	229	0	0	0	0	0	0	0	0	0	82783	0	0	0	0	125	0	0	0	0	0
1734V	0	3388	3	0	0	3	0	0	0	0	0	278931	0	0	0	0	11	0	0	0	0	0
1734W	0	362	0	0	0	0	0	0	0	0	0	26727	0	0	0	0	0	0	0	0	0	0
1734X	0	933	0	0	0	0	0	0	0	0	0	21584	0	0	0	0	69	0	0	0	0	0
1734Y	0	7799	0	0	0	0	0	0	0	0	0	338377	0	0	0	0	5641	0	0	0	0	5
1734Z	0	2455	0	0	0	0	0	0	0	0	0	120831	0	0	0	0	14714	0	0	0	0	0
1750A	0	16190	1648	0	0	0	0	0	0	0	0	187943	0	0	0	0	29	0	0	0	26177	27
1751A	0	2011	0	0	0	0	0	0	0	0	0	18266	0	0	0	0	5	0	0	0	0	0
1751C	0	1019	6631	0	0	0	0	0	0	0	0	23496	0	0	0	0	2	0	0	0	0	0
1751D	0	1937	78	0	0	0	0	0	0	0	0	52989	0	0	0	0	2574	0	0	0	0	0
1751E	0	864	0	0	0	0	0	0	0	0	0	14769	0	0	0	0	20	0	0	0	0	0
1751R	0	2872	8	0	0	39	0	0	0	0	0	302942	0	0	0	0	71	0	0	2	12	0
1751S	0	11798	0	0	0	3	0	0	0	0	0	54657	0	0	0	0	17	0	0	0	0	0
1751T	0	41374	0	0	0	0	0	0	0	0	0	70732	0	0	0	0	15	0	0	0	0	0
1751U	0	67601	4	0	0	59	0	0	0	0	0	249743	0	0	0	0	28	0	0	0	4	0
1751W	0	1902	0	0	0	0	0	0	0	0	0	70491	0	0	0	0	6190	0	0	0	0	0
1751X	0	241	0	0	0	0	0	0	0	0	0	43413	0	0	0	0	3531	0	0	0	0	0
1757K	0	2693	1411	0	0	0	0	0	0	0	0	95778	0	0	0	0	8	0	0	0	0	0
1757Q	0	598	18	0	0	0	0	0	0	0	0	65000	0	0	0	0	0	0	0	0	0	0
1757R	0	51	121	0	0	0	0	0	0	0	0	53195	0	0	3	0	5	0	0	0	0	0
1757S	0	885	19	0	0	0	0	0	0	0	0	125096	0	0	13	0	0	0	0	0	0	0
1757U	0	598	24	0	0	0	0	0	0	0	0	86999	0	0	3	0	0	0	0	0	0	0
1758A	0	201	0	0	0	0	0	0	0	0	0	19440	3	0	0	0	13	0	0	0	0	0
1758B	0	225	8	0	0	0	0	0	0	0	0	15894	0	0	0	0	32	0	0	0	0	0
1758C	0	27	0	0	0	0	0	0	0	0	0	3133	4	0	0	0	0	0	0	0	0	0
1760D	0	3216	0	0	0	0	0	0	0	0	0	3297	0	0	0	0	0	0	0	0	41	0
1760M	0	584	0	0	0	0	0	0	0	0	0	9124	0	0	0	0	18	0	0	0	355	0
1766A	0	183	32723	0	0	0	0	0	0	0	0	119157	0	0	0	0	2780	0	0	0	48	0
1766M	0	94	0	0	0	0	0	0	0	0	0	94732	0	0	0	0	6	0	0	0	0	0
1772B	0	1133	0	0	0	0	0	0	0	0	0	84024	0	0	0	0	7000	0	0	0	0	0
1772D	0	368	38	0	0	0	0	0	0	0	0	22131	0	0	0	0	33135	0	0	0	0	0
1772E	0	2592	142	0	0	0	0	0	0	0	0	124024	0	0	0	0	4427	0	0	0	0	0
1772G	0	2280	0	0	0	0	0	0	0	0	0	19413	0	0	0	0	0	0	0	0	0	0
1772H	0	1048	0	0	0	0	0	0	0	0	0	65660	4	0	0	0	5	0	0	0	0	0
1772M	0	203	48	0	0	0	0	0	0	0	0	27437	0	0	0	0	63493	0	0	0	0	0
1773B	0	8740	35	0	0	0	0	0	0	0	0	89830	0	0	0	0	7	0	0	0	36	0
1773C	0	3542	3	0	0	0	0	0	0	0	0	53007	0	0	0	0	0	0	0	0	0	0
1773D	0	1065	74	0	0	0	0	0	0	0	0	71849	0	0	0	0	74	0	0	0	0	0
1773E	0	1129	6	0	0	0	0	0	0	0	0	148889	0	0	0	0	50	0	0	0	0	0
1773F	0	595	7501	0	0	0	0	0	0	0	0	68856	0	0	0	0	2417	0	0	0	0	258
1773G	0	722	162	0	0	0	0	0	0	0	0	129645	0	0	0	0	225	0	0	0	238	0
1773H	0	819	31	0	0	0	0	0	0	0	0	33217	7	0	0	0	53	0	0	0	357	0
1773I	0	3161	23	0	0	0	0	0	0	0	0	96692	25	0	0	0	359	0	0	0	674	0
1773J	0	374	12	0	0	0	0	0	0	0	0	37234	7	0	0	0	133	0	0	0	131	0
1773K	0	96	37	0	0	0	0	0	0	0	0	22063	0	0	0	0	41	0	0	0	224	0
1773L	0	857	1638	0	0	0	0	0	0	0	0	31630	0	0	0	0	396	0	0	0	167	0
1773M	0	256	12	0	0	0	0	0	0	0	0	97105	6	0	0	0	26	0	0	0	1126	0
1773N	0	227	4	0	0	0	0	0	0	0	0	89827	0	0	0	0	4	0	0	0	798	0
1773O	0	323	71	0	0	0	0	0	0	0	0	121785	3	0	0	0	58	0	0	0	1279	0
1773P	0	43	0	0	0	0	0	0	0	0	0	13460	0	0	0	0	0	0	0	0	7	0
1776H	0	4430	0	0	0	0	0	0	0	0	0	94529	0	0	0	0	6529	0	0	0	2	0
1776I	0	2078	0	0	0	0	0	0	0	0	0	40197	0	0	0	0	1663	0	0	0	0	0
1776J	0	1001	0	0	0	0	0	0	0	0	0	36872	0	0	0	0	1399	0	0	0	0	0
1776K	0	877	4	0	0	0	0	0	0	0	0	41084	0	0	0	0	529	0	0	0	0	0
1776L	0	92	0	0	0	0	0	0	0	0	0	10097	0	0	0	0	108	0	0	0	0	0
1777L	0	0	0	0	0	0	0	0	0	0	0	25726	0	0	0	0	27	0	0	0	0	15
1777M	0	6	0	0	0	0	0	0	0	0	0	29968	0	0	0	0	19	0	0	0	0	17
1779A	0	4079	63	0	0	0	0	0	0	0	0	10101	0	0	0	0	0	0	0	0	0	0
1786I	0	4598	1742	0	0	0	0	0	0	0	0	85036	0	0	0	0	432	0	0	0	0	5943
1789P	0	714	48	0	0	0	0	0	0	0	0	43689	0	0	0	0	15245	0	0	0	0	41
178B	0	1328	10	0	0	0	0	0	0	0	0	1553	0	0	0	0	0	0	0	0	0	0
1794A	0	15939	0	0	0	0	0	0	0	0	0	21772	0	0	0	0	0	0	0	0	0	0
1794B	0	950	0	0	0	0	0	0	0	0	0	85996	0	0	0	0	7	0	0	0	0	36
1795D	0	51196	21	0	0	0	0	0	0	0	0	46642	3	0	0	0	26	0	9	0	2661	39
1795E	0	1543	0	0	0	0	0	0	0	0	0	2313	0	0	0	0	3	0	0	0	340	0
1798Q	0	12	0	0	0	3	0	0	0	0	0	22207	0	0	0	0	12	0	0	0	0	0
1799A	0	5011	0	0	0	0	0	0	0	0	0	8153	0	0	0	0	8	0	0	0	0	0
1799B	0	30172	0	0	0	0	0	0	0	0	0	16641	0	0	0	0	97	0	0	0	37	0
1799C	0	11182	743	0	0	0	0	0	0	0	0	66792	0	0	0	0	19	0	0	0	282	0
179A	0	7290	3487	0	0	0	0	0	0	0	0	22373	0	0	0	0	708	0	0	0	5	0
179B	0	48	2041	0	0	0	0	0	0	0	0	21222	0	0	0	0	73	0	0	0	0	0
179C	0	70	3970	0	0	0	0	0	0	0	0	17744	0	0	0	0	514	0	0	0	0	0
179D	0	14789	1423	0	0	0	0	0	0	0	0	22700	0	0	0	0	996	0	0	0	0	0
179E	0	875	303	0	0	0	0	0	0	0	0	11736	0	0	0	0	393	0	0	0	0	0
179F	0	317	862	0	0	0	0	0	0	0	0	10186	0	0	0	0	201	0	0	0	0	0
179H	0	19	123	0	0	0	0	0	0	0	0	17096	0	0	0	0	0	0	0	0	0	0
179I	0	155	19	0	0	0	0	0	0	0	0	27352	0	0	0	0	9	0	0	0	0	0
179M	0	7	0	0	0	0	0	0	0	0	0	7289	0	0	0	0	0	0	0	0	0	0
1805D	0	61416	28	0	0	0	0	0	0	0	0	85336	0	0	0	0	4358	0	0	0	6	29
1805E	0	53097	84	0	0	0	0	0	0	0	0	167470	0	0	0	0	4663	0	0	0	15	22
1805G	0	51834	15	0	0	0	0	0	0	0	0	84487	12	0	0	0	4857	0	0	0	5	31
1805H	0	16301	9	0	0	0	0	0	0	0	0	62358	0	0	0	0	42329	0	0	0	4	120
180C	0	555	175	0	0	0	0	0	0	0	0	9474	0	0	0	0	0	0	0	3	0	0
1810A	0	912	60	0	0	0	0	0	0	0	0	36283	0	0	0	0	556	0	0	0	2	9
1810B	0	12820	3332	0	0	0	0	0	0	0	0	16207	52	0	0	0	10	0	0	0	0	0
1816N	0	96	25206	0	0	0	0	0	0	0	0	37729	0	0	0	0	10708	0	0	0	0	10
1817A	0	1514	3	0	0	0	0	0	0	0	0	83741	0	0	0	0	461	0	0	0	11	0
1817B	0	629	4	0	0	0	0	0	0	0	0	120189	0	0	0	0	1102	0	0	0	4	0
1818N	0	210	367	0	0	0	0	0	0	0	0	14456	0	0	0	0	27859	0	0	0	0	343
1822A	0	1890	2350	0	0	0	0	0	0	0	0	35120	0	0	0	0	729	0	0	0	0	0
1822B	0	11668	3101	0	0	0	0	0	0	0	0	85440	0	0	0	0	1253	0	0	0	0	0
1824A	0	1794	6	0	0	0	0	0	0	0	0	9569	0	0	0	0	155	0	0	0	0	0
1824B	0	6916	232	0	0	0	0	0	0	0	0	50441	0	0	0	0	3270	0	0	0	0	0
1824C	0	3673	29	0	0	0	0	0	0	0	0	9204	2	0	0	0	23524	0	0	0	0	0
1824M	0	675	0	0	0	5	0	0	0	0	0	25360	0	0	0	0	13195	0	0	0	0	69
1824T	0	57461	0	0	0	0	0	0	0	0	0	139585	0	0	0	0	29497	0	0	0	23301	224
1826A	0	499	453	0	0	0	0	0	0	0	0	53085	0	0	0	0	0	0	0	0	0	0
1826B	0	461	41	0	0	0	0	0	0	0	0	31216	0	0	0	0	0	0	0	0	7	0
1826C	0	1034	246	0	0	0	0	0	0	0	0	47289	0	0	0	0	0	0	0	0	0	0
1838B	0	212	4	0	0	0	0	0	0	0	0	117890	0	0	0	0	121	0	0	0	0	0
1838C	0	354	1413	0	0	0	0	0	0	0	0	37855	0	0	0	0	250	0	0	0	0	0
1838D	0	629	18787	0	0	0	0	0	0	0	0	76362	0	0	0	0	1923	0	0	0	0	0
1838I	0	7806	0	0	0	2	0	0	0	0	0	32115	0	0	0	0	15	0	0	0	0	0
183A	0	150	911	0	0	0	0	0	0	0	111	13337	0	0	0	0	4	0	0	0	55	17
183B	0	54	464	0	0	0	0	0	0	0	20	26303	0	0	0	0	0	0	0	0	0	0
1842A	0	336	15294	0	0	0	0	0	0	0	0	95111	0	0	0	0	862	0	0	0	3471	0
1842B	0	145	898	0	0	5	0	0	0	0	0	16516	0	0	0	0	247	0	0	0	25487	0
1842C	0	8970	503	0	0	16	0	0	0	0	0	108719	0	0	0	0	251	0	0	0	20691	0
1842D	0	3751	654	0	0	7	0	0	0	0	0	93818	0	0	0	0	274	0	0	0	22390	0
1842E	0	177	605	0	0	0	0	0	0	0	0	7802	0	0	0	0	29	0	0	0	2587	0
1842F	0	3309	8096	0	0	0	0	0	0	0	0	72991	0	0	0	0	385	0	0	0	8437	0
1842G	0	686	7141	0	0	0	0	0	0	0	0	79810	0	0	0	0	854	0	0	0	897	0
1842H	0	1785	5	0	0	0	0	0	0	0	0	85918	19	0	0	0	8	0	0	0	40	0
1842I	0	2850	11	0	0	0	0	0	0	0	0	89243	14	0	5	0	20	0	0	14	28	0
1842MM	0	184	9038	0	0	0	0	0	0	0	0	15737	0	0	0	0	909	0	0	0	0	23
1842N	0	235	407	0	0	0	0	0	0	0	0	7054	0	0	0	0	60933	0	0	3	75	0
1842NN	0	98	11154	0	0	0	0	0	0	0	0	35485	0	0	0	0	3521	0	0	0	0	23
1842O	0	149	1075	0	0	0	0	0	0	0	0	11071	0	0	0	0	20289	0	0	11	52	0
1842P	0	7	10	0	0	0	0	0	0	0	0	58168	0	0	0	0	68416	0	0	0	12	0
1843O	0	990	0	0	0	9	0	0	0	0	0	63883	0	0	0	0	1512	0	0	0	0	0
1844A	0	81	1166	0	0	3	0	0	0	0	0	15473	0	0	0	0	80	0	0	0	0	0
1844B	0	1684	14721	0	0	0	0	0	0	0	0	36088	51	0	0	0	1088	0	0	0	0	0
1844C	0	2937	42274	0	0	0	0	0	0	0	0	52141	138	0	0	0	802	0	0	0	0	0
1844D	0	6198	58415	0	0	0	0	0	0	0	0	62843	56	0	0	0	34	0	0	0	0	0
1844E	0	10076	4461	0	0	5	0	0	0	0	0	30361	9300	0	0	0	8	0	0	0	0	0
1844F	0	1421	8335	0	0	0	0	0	0	0	0	46123	16333	0	0	0	360	0	0	0	6	0
1844G	0	1863	27967	0	0	0	0	0	0	0	0	49053	23272	0	0	0	26	5	0	8	10	0
1845C	0	652	43	0	0	9	0	0	0	0	0	1699	0	0	0	0	20	0	0	0	53	0
1845G	0	43	8	0	0	0	0	0	0	0	0	11121	0	0	0	0	262	0	0	0	0	0
1846A	0	5	0	0	0	0	0	0	0	0	0	8581	0	0	0	0	190	0	0	0	0	13
1848B	0	446	0	0	0	0	0	0	0	0	0	64097	0	0	0	0	145	0	0	0	0	0
1848C	0	1867	8	0	0	0	0	0	0	0	0	74848	0	0	0	0	1601	0	0	0	0	0
184A	0	70	4005	0	0	0	0	0	0	0	0	24675	0	0	0	0	163	0	0	0	0	0
184D	0	326	0	0	0	0	0	0	0	0	0	7359	6	0	0	0	163	0	0	0	1210	0
1852A	0	534	20	0	0	0	0	0	0	0	0	54426	0	0	0	0	1393	0	12	0	13	5
1852B	0	2188	9410	0	0	0	0	0	0	0	0	27180	3	0	0	0	446	0	0	0	3	0
1852F	0	405	29	0	0	0	0	0	0	0	0	16609	0	0	0	0	131	0	0	0	0	0
1856A	0	9574	9845	0	0	0	0	0	0	0	0	25260	0	0	0	0	0	0	0	0	0	0
1859A	0	1296	1010	0	0	0	0	0	0	0	0	149282	0	0	0	0	82	0	0	0	14	0
1859B	0	1115	58	0	0	0	0	0	0	0	0	116750	0	0	0	0	41	0	0	0	6	11
1859C	0	76	71	0	0	0	0	0	0	0	0	19958	0	0	0	0	0	0	0	0	0	0
1859D	0	366	97	0	0	0	0	0	0	0	0	35860	0	0	0	0	12	0	0	0	1	11
